0.44	1.16	22.40	0.71	1.65	3.49	0.42	1.24	3.73	11.62	16.82	7.38	3.51	0.25	0.63	0.17	108.06
0.05	0.45	18.07	1.34	2.37	1.83	0.38	0.57	10.44	5.18	0.95	0.67	1.28	0.35	1.15	0.01	0.09
0.00	0.51	11.54	1.42	3.87	0.88	0.58	0.47	7.22	4.24	1.06	0.47	0.84	0.46	0.51	0.05	0.20
0.14	2.06	13.23	0.63	5.38	5.26	0.52	0.26	5.29	13.25	8.88	1.74	3.32	0.52	0.28	0.03	0.59
0.15	4.46	20.47	1.37	5.17	0.66	0.44	0.41	6.09	7.85	3.57	0.65	1.19	0.38	0.75	0.02	0.28
0.16	0.72	11.66	1.24	5.76	2.56	0.90	0.44	3.55	15.80	12.95	1.72	3.41	0.65	0.68	0.10	0.09
0.00	1.51	6.90	1.67	3.84	1.81	0.41	0.76	10.12	5.45	1.18	0.45	1.10	0.53	0.32	0.04	0.00
0.41	1.56	18.56	1.33	1.35	33.44	1.51	1.75	1.62	18.21	48.56	20.39	35.19	1.35	2.62	0.33	100.31
0.38	0.51	10.62	4.12	3.57	0.55	4.16	0.43	2.24	7.06	4.57	0.15	0.76	0.77	1.18	0.09	0.25
0.00	0.33	1.38	0.21	0.76	10.42	0.20	0.28	3.20	2.53	0.51	0.13	2.54	0.30	0.25	0.16	0.04
0.00	0.75	0.75	0.56	1.11	12.55	0.27	0.58	4.59	2.75	0.88	0.39	3.32	0.79	0.19	0.12	0.08
0.00	0.37	2.66	0.72	0.89	1.51	0.35	0.51	3.10	1.14	0.46	0.24	0.81	0.73	0.17	0.05	0.10
0.00	0.87	7.26	1.46	5.15	10.61	0.38	0.27	10.58	10.67	3.55	0.34	5.20	0.22	0.54	0.23	0.04
0.00	0.66	1.97	0.60	2.59	3.60	0.22	0.52	3.74	1.78	0.67	0.37	1.26	0.15	0.46	0.10	0.13
0.14	0.64	7.45	0.85	3.27	5.81	0.51	1.05	2.39	9.26	12.58	7.80	5.66	0.50	0.56	0.10	22.01
0.00	0.34	6.27	0.96	2.15	11.62	0.28	0.45	9.04	4.04	0.97	1.00	4.90	0.44	0.13	0.11	0.25
0.00	0.58	3.09	1.03	2.83	6.05	0.19	0.56	6.65	2.78	0.75	1.27	2.30	0.49	0.24	0.07	1.49
0.07	0.63	5.92	1.24	3.43	6.33	0.35	0.32	2.74	5.29	2.75	0.27	5.02	0.61	0.55	0.05	0.85
0.00	0.47	1.13	0.89	1.49	0.94	0.45	0.53	4.69	1.11	0.38	0.42	0.82	0.51	0.36	0.04	1.22
0.00	0.96	5.96	0.85	1.21	12.29	0.37	1.14	6.49	6.73	3.00	10.72	7.12	0.31	0.37	0.09	0.55
0.00	0.82	6.19	0.88	1.45	16.49	0.40	1.25	6.72	10.74	4.49	12.21	10.36	0.35	0.38	0.11	0.68
0.10	0.67	5.04	0.87	0.57	12.77	0.45	1.95	3.63	10.11	15.10	17.67	11.32	0.66	1.07	0.16	14.53
0.00	0.85	1.89	1.16	3.65	2.37	0.57	0.63	2.37	3.04	1.53	0.14	1.63	0.64	0.54	0.09	0.05
0.00	0.59	1.08	0.47	1.00	4.54	0.33	1.23	3.32	1.90	0.70	2.05	1.33	0.74	0.26	0.10	0.78
0.17	0.59	4.32	0.74	3.93	1.94	0.54	0.44	3.15	8.35	6.53	2.03	2.17	0.42	0.35	0.04	7.56
0.16	3.70	9.89	0.95	7.17	5.36	0.50	0.42	3.39	11.65	8.19	1.00	5.04	0.24	0.38	0.07	0.15
0.27	2.63	5.29	1.12	12.84	14.54	0.63	0.56	3.51	15.43	11.31	0.58	11.88	0.54	0.44	0.38	0.12
0.27	2.53	5.15	1.08	12.33	14.42	0.61	0.52	3.28	15.33	11.26	0.60	11.65	0.58	0.39	0.33	0.12
0.00	2.01	5.38	1.33	1.62	20.30	0.63	2.84	9.19	2.94	1.03	1.97	11.02	0.45	0.76	0.17	35.74
0.00	1.51	3.18	0.77	0.82	19.76	0.23	0.79	7.46	3.83	0.86	1.27	6.33	0.33	0.31	0.15	0.58
0.21	0.52	3.03	0.54	0.45	14.00	0.66	1.08	1.29	4.95	18.65	5.79	12.87	0.77	0.50	0.27	8853.32
0.05	0.48	0.75	0.68	0.87	0.20	1.20	0.21	0.38	0.26	0.45	0.05	0.50	0.52	0.67	0.33	30.88
0.00	5.15	7.78	1.32	5.08	7.91	0.29	1.45	10.07	3.85	1.12	0.67	3.34	0.38	0.40	0.44	20.34
0.20	1.18	13.91	0.97	6.46	6.61	0.50	1.00	2.96	9.86	12.50	3.49	5.45	0.32	0.68	0.22	32.81
0.70	1.63	15.69	1.15	8.65	6.43	0.81	0.33	4.71	15.23	20.42	4.23	8.03	0.32	0.38	0.25	8.60
0.07	0.98	5.72	0.55	2.91	7.67	0.35	0.47	2.84	7.13	5.29	1.02	5.14	0.41	0.20	0.07	0.55
0.00	0.37	0.96	0.69	1.50	4.05	0.31	0.39	3.05	2.01	0.62	0.15	2.17	0.44	0.42	0.06	0.00
0.00	0.61	2.67	0.75	3.46	0.92	0.36	0.36	1.14	5.33	3.30	0.33	1.38	0.36	0.56	0.07	0.40
0.00	0.70	8.38	1.06	3.07	25.43	0.23	0.81	9.40	10.10	2.71	3.41	9.21	0.09	0.62	0.20	0.59
0.09	1.04	1.71	0.50	0.87	7.58	0.21	0.31	3.34	1.54	0.33	0.14	2.15	0.36	0.28	0.15	0.68
0.14	4.56	8.20	0.92	6.50	29.82	0.78	0.47	7.83	8.60	10.80	2.24	16.96	0.37	0.45	0.17	33.84
0.00	1.16	5.22	0.77	0.96	14.23	0.20	1.78	5.76	8.38	3.93	11.48	9.65	0.21	0.65	0.16	0.64
0.00	0.48	7.20	1.11	2.06	7.86	0.38	1.12	9.85	8.14	2.06	3.23	3.25	0.31	1.06	0.13	0.96
0.00	0.51	6.93	1.22	2.04	7.64	0.46	1.20	8.91	8.00	2.00	3.78	3.02	0.37	1.29	0.13	0.96
0.00	0.74	6.73	1.01	0.84	19.03	0.58	3.11	4.13	17.75	20.68	15.23	18.17	0.61	1.22	0.15	21.88
0.29	1.13	5.26	0.90	3.48	8.85	0.39	0.85	5.38	15.95	16.97	5.98	9.35	0.54	0.74	0.50	12.96
0.32	0.78	8.14	1.53	3.34	1.79	0.66	0.47	3.59	10.03	7.40	0.74	1.79	0.24	0.59	0.19	0.15
0.00	0.62	3.39	1.27	1.50	1.31	0.51	0.44	3.14	1.39	0.31	0.40	0.70	0.69	0.68	0.07	0.08
0.00	0.59	1.52	0.79	1.37	5.72	0.22	0.92	7.23	3.12	1.13	1.12	2.31	0.60	0.25	0.06	2.45
