0.90	0.42	6.17	0.29	2.44	19.22	0.87	2.09	0.59	5.49	4.48	0.14	0.31	3.73	7.05	8.47	1.32	9.14	0.62	0.20	0.24	2.76	0.02	1.79	0.76
1.50	0.81	4.08	0.14	0.97	14.29	0.56	2.83	1.01	0.62	11.37	0.07	0.42	6.72	4.02	2.23	4.55	5.21	0.69	0.17	0.51	1.10	0.02	0.84	1.36
1.03	0.38	5.71	0.31	1.22	26.42	1.39	2.36	0.32	4.39	7.75	0.20	0.30	5.72	6.59	8.60	1.36	7.18	0.69	0.24	0.17	2.49	0.00	2.62	4.08
1.76	0.41	4.04	0.32	1.49	20.28	2.13	1.68	0.26	7.08	6.07	0.49	0.50	3.82	9.84	11.14	1.49	13.53	0.54	0.31	0.45	2.10	0.01	0.80	0.09
1.23	0.44	10.18	0.42	0.75	22.25	0.55	3.19	0.63	3.93	7.42	0.19	0.08	1.01	3.56	6.22	0.28	7.48	0.22	0.20	0.21	2.22	0.03	1.53	0.39
0.96	0.44	3.25	0.69	0.34	22.98	6.97	1.26	0.41	4.42	0.35	2.20	0.11	1.71	2.93	3.83	0.33	2.29	0.21	0.32	0.17	1.52	0.14	0.67	0.21
0.70	0.72	1.88	0.00	2.67	8.23	0.29	1.81	1.92	2.36	11.90	0.06	0.38	6.52	2.64	0.85	1.50	6.92	0.54	0.14	0.06	0.97	0.07	1.54	1.52
2.44	1.32	5.58	0.00	0.87	6.72	0.52	3.75	1.35	4.27	14.11	0.20	0.27	7.19	4.16	1.64	0.12	4.99	0.54	0.74	0.12	0.95	0.01	1.10	0.00
2.31	1.30	4.80	0.00	0.70	6.27	0.44	3.40	1.29	2.69	11.69	0.12	0.21	5.49	3.31	1.35	0.14	4.47	0.50	0.77	0.09	0.95	0.00	1.01	0.00
1.57	0.77	6.85	0.00	1.26	16.46	0.31	2.96	6.78	0.43	11.39	0.16	0.77	2.92	9.21	12.61	9.05	10.84	0.37	0.21	0.89	1.06	0.10	1.56	6.82
0.97	0.77	1.62	0.00	1.16	3.53	0.47	3.36	0.50	1.17	6.11	0.22	0.70	4.57	7.28	4.34	6.62	7.08	0.95	0.33	0.61	0.88	0.12	1.71	0.76
0.78	0.50	4.43	0.00	0.73	5.07	0.38	2.26	1.58	0.40	12.60	0.20	1.53	6.14	8.94	10.12	15.03	9.78	0.53	0.16	0.69	0.88	0.12	1.84	2.77
1.88	1.25	9.30	0.00	0.68	8.23	0.33	4.18	0.69	1.63	15.25	0.19	0.40	6.89	3.47	1.37	1.51	6.03	0.71	0.18	0.12	1.34	0.10	1.29	0.38
1.15	0.91	4.51	0.15	0.94	9.40	0.45	5.20	1.07	2.35	8.62	0.15	0.19	2.45	5.94	5.40	0.11	8.89	0.31	0.34	0.20	1.62	0.04	6.42	0.66
3.22	1.58	9.94	0.00	0.82	13.64	0.35	3.68	1.23	0.74	17.35	0.18	0.45	5.71	3.63	1.48	2.12	8.11	0.41	0.11	0.10	1.59	0.13	1.94	6.19
1.00	0.46	2.70	0.00	0.19	3.06	0.32	2.53	1.08	0.26	20.04	0.16	1.82	7.32	1.68	0.84	4.88	9.55	0.35	0.22	0.47	0.94	0.08	2.30	5.84
1.29	0.51	7.39	0.00	0.71	2.65	0.32	2.61	1.30	0.29	8.63	0.20	2.07	3.14	7.88	14.31	10.53	11.51	0.55	0.26	1.06	1.29	0.13	4.13	27.92
1.38	1.80	0.85	0.00	0.55	9.95	0.40	3.58	1.31	0.61	18.25	0.12	0.26	5.25	4.15	1.69	0.33	10.89	0.40	0.06	0.15	1.27	0.41	7.66	1.99
1.41	0.98	5.22	0.00	0.50	14.52	0.31	4.24	1.68	2.28	9.13	0.11	0.29	4.05	3.97	1.68	0.23	2.93	0.35	0.19	0.16	1.50	0.12	1.35	0.04
0.40	0.41	1.73	0.00	1.22	2.66	1.07	1.19	0.56	2.69	0.35	1.18	0.47	1.64	0.76	0.35	0.10	1.03	1.02	0.32	0.44	0.78	0.04	0.52	0.08
1.31	0.69	6.68	0.31	3.42	19.78	1.46	2.37	1.73	9.15	3.55	0.43	0.16	3.90	9.14	9.09	0.39	9.21	0.82	0.18	0.34	3.54	0.07	2.17	0.03
1.45	0.62	19.83	0.55	3.61	16.16	1.28	3.25	1.28	7.14	13.57	0.13	0.14	2.41	9.09	9.77	0.33	13.96	0.32	0.20	0.08	2.26	0.32	3.19	0.08
1.66	0.51	9.49	0.33	1.28	11.58	0.99	4.42	0.57	6.50	10.32	0.07	0.41	2.87	7.79	7.68	0.36	12.34	0.28	0.15	0.10	1.68	0.12	2.40	0.28
0.59	0.40	2.80	0.29	0.63	18.71	0.86	2.47	0.64	6.05	5.70	0.07	0.35	2.84	6.29	6.45	1.11	6.28	0.50	0.18	0.26	1.05	0.19	1.33	9.26
1.03	0.83	7.73	0.15	1.12	12.17	0.59	1.92	1.16	6.62	4.84	0.30	0.42	2.01	7.45	10.35	0.49	14.57	0.53	0.27	0.16	2.22	0.03	2.58	0.25
1.02	0.47	5.24	0.33	0.46	9.55	0.88	1.88	0.79	4.85	10.43	0.23	0.37	3.96	5.81	8.98	0.30	11.86	0.47	0.22	0.07	1.00	0.04	1.52	0.22
1.01	0.54	4.62	0.00	1.44	6.57	0.41	2.35	1.31	3.98	1.80	0.26	0.49	1.63	3.82	3.88	0.15	3.33	0.69	0.18	0.32	1.43	0.04	1.82	1.89
3.66	1.76	5.49	0.00	0.54	10.80	0.30	4.25	0.84	0.59	6.68	0.07	0.34	4.57	3.04	1.16	0.69	2.52	0.60	0.11	0.25	1.37	0.17	0.93	0.89
1.61	1.00	1.07	0.00	1.61	0.69	0.46	2.40	2.57	0.50	10.77	0.10	1.31	11.54	6.34	2.25	9.65	4.12	0.94	0.38	0.87	0.77	0.14	1.00	5.05
1.05	0.45	2.74	0.58	0.64	16.59	0.81	3.49	0.99	1.49	10.80	0.18	0.30	2.78	7.42	9.99	2.58	13.80	0.62	0.23	0.45	1.58	0.38	2.66	23.03
3.23	0.98	11.58	0.21	4.18	10.78	0.91	1.71	0.79	3.87	9.84	0.15	0.30	4.52	3.10	2.00	0.16	8.61	0.96	0.18	0.12	2.52	0.09	1.94	0.00
0.76	0.34	3.37	0.64	0.49	13.85	1.61	1.43	0.74	3.75	1.36	0.31	0.15	1.94	4.30	4.98	0.16	4.15	0.56	0.21	0.34	0.83	0.29	1.30	0.11
1.73	1.29	4.40	0.00	1.24	3.20	0.40	2.80	0.89	2.43	17.29	0.23	0.57	10.60	9.42	6.79	1.97	8.93	1.11	0.33	0.35	0.76	0.03	0.75	0.76
0.79	0.90	0.51	0.00	0.54	0.36	0.64	1.13	0.69	0.21	0.74	0.23	1.95	0.40	0.46	0.54	4.48	0.29	1.37	0.34	1.47	0.41	0.07	0.53	0.22
2.17	2.23	6.26	0.00	1.04	7.18	0.35	3.63	0.65	1.06	20.04	0.14	0.55	6.24	2.71	0.83	0.73	6.59	0.54	0.18	0.07	1.47	0.03	1.76	0.19
0.98	0.75	2.53	0.00	0.65	6.03	0.35	3.27	1.86	1.37	11.31	0.19	0.44	10.44	3.81	1.55	0.78	3.91	0.91	0.30	0.25	1.01	0.08	1.17	1.04
1.65	0.75	4.84	0.44	1.27	17.92	1.56	2.31	2.12	7.18	7.25	0.20	0.14	5.05	9.90	8.37	0.21	9.99	0.76	0.25	0.18	1.64	0.41	1.03	0.08
1.09	0.52	2.73	0.28	5.96	7.29	0.65	2.72	1.22	3.23	6.45	0.10	0.27	3.37	8.06	11.83	3.32	9.91	0.70	0.27	0.56	1.13	0.25	2.16	11.31
2.57	1.72	1.44	0.00	0.74	2.70	0.46	3.52	2.46	1.50	13.68	0.20	0.40	8.10	6.06	1.67	0.32	5.02	0.55	0.32	0.14	0.72	0.10	1.66	17.05
2.40	1.00	5.35	0.29	1.39	10.25	0.62	3.97	8.96	2.94	29.51	0.20	0.34	6.32	10.34	7.18	0.32	21.68	0.27	0.23	0.02	2.05	0.12	3.83	1.47
2.08	0.99	2.97	0.23	1.27	8.55	0.52	3.39	4.20	2.03	22.19	0.24	0.58	6.07	8.43	6.35	0.50	17.58	0.53	0.26	0.09	1.67	0.08	3.53	1.31
1.61	0.68	3.82	0.24	0.67	9.65	0.39	3.19	2.45	1.60	8.19	0.15	0.18	2.77	3.42	2.26	0.23	7.68	0.28	0.22	0.15	1.27	0.18	4.00	0.69
1.33	1.08	5.34	0.00	0.57	1.58	0.86	2.11	2.66	2.70	5.63	0.39	0.75	7.03	4.00	1.86	0.32	1.39	0.93	0.48	0.28	1.58	0.11	0.75	0.37
0.95	0.91	2.43	0.00	0.55	2.26	0.84	2.82	1.09	3.79	3.22	0.24	0.56	4.39	4.46	2.72	1.04	3.08	0.64	0.23	0.32	3.94	0.54	1.78	0.99
0.68	0.99	1.10	0.00	1.53	1.56	0.46	1.78	0.87	0.74	10.10	0.32	0.88	5.97	8.52	7.77	7.47	7.58	0.61	0.25	0.29	1.07	0.03	3.02	2.73
0.82	0.81	1.16	0.00	0.51	0.79	0.40	2.96	1.20	0.33	27.77	0.67	1.64	3.33	17.91	23.87	11.99	32.06	0.55	0.24	0.33	0.96	0.08	7.80	2.66
2.64	2.25	1.68	0.00	0.83	1.18	0.55	4.14	1.26	0.34	25.92	0.18	0.94	9.22	6.96	1.86	7.37	12.66	0.78	0.43	0.28	0.96	0.20	4.16	2.43
3.82	4.19	2.95	0.00	1.09	4.18	0.59	4.66	5.07	1.00	21.89	0.18	0.43	6.32	6.57	1.94	0.27	8.57	0.49	0.17	0.24	1.21	0.08	2.36	2.76
2.20	0.87	3.54	0.66	1.23	5.05	0.54	3.43	2.38	4.31	21.21	0.27	0.15	1.41	10.50	17.00	0.30	24.37	0.18	0.18	0.23	1.96	0.31	4.04	1.00
0.83	0.58	0.38	0.00	0.31	0.47	0.62	1.36	1.38	1.27	0.63	0.16	0.90	1.16	0.85	0.93	0.29	0.60	0.65	0.50	0.29	0.32	0.32	0.64	20.32
2.56	2.49	1.17	0.00	0.60	3.05	0.62	2.83	3.82	2.22	15.33	0.19	0.81	11.31	7.75	2.00	0.76	5.08	0.78	0.29	0.14	1.12	0.19	1.20	0.90
