0.00	1.69	23.80	0.79	1.38	11.17	0.00	1.26	5.49	39.33	42.03	9.05	7.78	0.00	0.53	0.40	3.20
0.00	0.00	63.80	1.59	6.89	1.84	0.72	0.00	22.53	16.05	2.70	0.00	1.62	0.00	1.42	0.04	0.57
0.00	0.70	24.72	1.41	6.30	0.82	0.00	0.80	13.03	7.45	1.55	0.69	1.50	0.60	0.22	0.37	0.00
0.26	16.75	70.30	0.00	2.15	1.69	0.00	0.00	0.78	3.59	3.57	0.48	1.40	0.00	0.00	0.01	0.06
0.00	1.55	52.31	0.63	5.23	0.23	0.84	0.19	4.15	5.66	3.41	0.75	0.94	0.00	0.69	0.01	1.17
0.76	0.19	47.67	1.06	20.72	11.92	0.76	0.00	2.42	34.22	44.61	1.35	13.97	0.63	0.00	0.00	0.10
0.00	0.51	25.53	3.03	10.23	5.69	0.00	0.22	12.78	17.96	3.65	0.10	2.15	0.72	0.41	0.27	0.00
0.00	0.00	22.87	1.36	0.36	29.14	0.71	0.01	0.86	3.67	27.01	13.50	28.00	0.73	1.17	0.47	3.06
1.21	0.00	86.00	0.73	3.71	0.84	1.57	0.00	0.26	8.53	4.33	0.00	0.47	0.08	0.94	0.71	0.01
0.00	0.61	2.94	0.15	0.91	8.10	0.15	0.17	1.56	2.35	0.74	0.07	2.98	0.06	0.28	0.83	0.00
0.00	0.42	3.43	2.08	1.06	8.81	0.02	0.00	1.91	2.81	0.49	0.05	3.62	0.00	0.32	0.81	0.00
0.00	0.91	19.90	0.89	2.61	5.75	0.13	0.00	4.52	3.58	1.08	0.01	1.68	0.00	0.23	0.00	0.00
0.00	0.18	17.18	0.85	4.16	10.68	0.00	0.00	3.34	7.71	2.29	0.29	4.07	0.00	0.00	0.64	0.00
0.00	0.00	5.50	1.85	14.63	6.32	0.00	0.68	10.60	3.31	2.12	1.80	2.64	0.00	0.37	0.22	0.00
0.00	0.74	25.70	1.38	8.44	7.55	0.63	1.53	3.72	19.59	16.02	11.06	8.06	1.17	0.37	0.54	0.46
0.00	0.64	8.40	1.00	6.81	45.34	0.77	0.00	10.70	10.85	1.76	0.53	16.59	1.01	0.30	0.12	0.00
0.00	0.43	25.13	1.98	9.50	17.42	0.00	1.03	15.13	10.85	1.49	1.02	4.00	1.00	0.41	0.64	0.38
0.76	0.25	34.16	0.64	7.09	24.55	0.03	0.20	1.12	8.69	4.53	0.03	14.88	0.29	0.17	0.02	1.00
0.00	0.34	1.21	1.02	2.31	0.44	1.17	0.40	3.60	2.08	0.68	0.02	1.23	0.49	0.41	0.07	0.38
0.00	0.92	23.03	0.66	1.18	7.61	0.20	0.38	4.89	4.55	1.45	5.59	2.00	0.39	0.32	0.01	0.73
0.00	0.26	16.03	0.97	2.13	11.59	0.04	0.75	4.07	7.66	4.91	6.67	7.72	0.00	0.45	0.49	2.00
0.00	1.24	14.28	1.05	0.20	6.12	0.00	2.58	3.11	9.95	11.47	12.84	5.58	0.43	0.75	0.60	1.84
0.00	0.62	10.08	1.30	7.45	6.90	0.00	0.19	3.02	4.92	2.50	0.08	1.88	0.00	0.16	0.17	0.00
0.00	0.42	12.32	0.33	1.81	5.02	0.33	0.24	2.60	3.69	0.41	0.81	0.42	0.17	0.32	0.33	0.00
0.45	0.00	6.25	1.25	13.64	5.03	0.61	0.43	4.18	31.03	34.37	2.06	6.11	0.00	0.39	0.00	2.88
0.09	0.20	29.32	1.56	14.26	6.27	0.00	0.00	2.18	16.86	17.32	0.45	5.59	0.00	0.01	0.10	0.12
0.89	5.07	18.28	0.20	8.19	9.39	0.00	0.00	0.83	10.98	13.34	0.04	2.89	0.40	0.06	0.50	0.18
0.89	0.51	10.65	1.57	19.17	31.55	0.61	0.00	4.80	29.12	26.72	0.20	22.12	0.73	0.43	0.44	1.02
