0.58	0.37	3.37	0.14	1.38	10.92	0.80	1.50	0.51	3.07	2.57	0.27	0.36	2.34	3.77	4.53	1.04	4.69	0.52	0.26	0.30	1.77	0.03	1.24	0.96
1.03	0.62	3.18	0.07	0.70	8.58	0.50	2.08	0.83	0.42	6.54	0.06	0.60	4.79	2.56	1.28	7.94	3.28	0.82	0.21	0.64	1.02	0.04	0.72	1.47
0.98	0.49	6.76	0.15	3.93	19.06	1.13	2.38	0.52	3.57	5.77	0.15	0.31	5.01	4.18	4.89	0.79	5.00	0.52	0.22	0.14	2.57	0.02	1.92	2.13
1.19	0.37	2.52	0.16	0.98	11.79	1.38	1.03	0.31	3.78	3.11	0.38	0.34	2.35	5.22	5.71	1.06	7.30	0.70	0.42	0.31	1.48	0.10	0.74	0.08
1.20	0.41	6.47	0.29	0.64	14.58	0.57	2.44	0.55	3.12	7.38	0.33	0.21	1.18	4.18	7.53	2.35	8.57	0.33	0.35	0.29	1.79	0.04	1.25	3.72
0.72	0.60	2.86	0.38	0.44	13.12	6.66	1.20	0.51	3.18	0.29	3.16	0.21	1.42	2.14	2.70	0.41	1.56	0.61	0.43	0.61	1.32	0.09	0.62	0.70
0.48	0.54	2.39	0.00	1.73	5.52	0.30	1.51	1.22	1.61	7.17	0.07	0.44	5.04	1.82	0.62	1.57	4.25	0.53	0.16	0.16	1.05	0.04	1.08	1.60
1.50	0.87	3.32	0.00	0.79	3.73	0.52	2.66	0.93	2.99	8.06	0.18	0.44	5.76	2.81	1.14	0.33	2.96	0.52	0.71	0.19	0.85	0.02	0.83	0.00
1.43	0.88	3.42	0.00	0.83	3.69	0.48	2.64	0.91	2.90	8.11	0.15	0.44	5.64	2.67	1.11	0.28	2.95	0.43	0.71	0.18	0.79	0.02	0.86	0.00
0.97	0.64	5.40	0.14	1.00	11.23	0.36	2.49	3.84	0.45	11.90	0.23	1.06	3.31	7.24	12.90	10.90	15.77	0.36	0.25	0.88	1.10	0.10	1.43	27.23
0.76	0.73	1.16	0.00	0.77	2.22	0.41	2.64	0.61	0.81	3.87	0.13	0.67	3.70	4.52	2.45	7.08	4.40	0.82	0.31	0.67	0.71	0.08	1.33	0.80
0.81	0.63	4.91	0.00	0.85	4.75	0.40	2.04	1.48	0.34	9.44	0.21	1.73	6.46	8.43	10.48	16.15	8.50	0.55	0.23	0.84	1.23	0.11	1.38	19.27
1.58	0.86	6.13	0.00	0.45	4.94	0.41	2.81	0.63	1.22	8.29	0.14	0.49	4.77	2.14	0.77	1.30	3.47	0.62	0.17	0.11	0.98	0.07	0.85	0.48
1.15	0.82	2.85	0.07	0.97	5.46	0.65	3.91	0.86	2.48	5.33	0.33	0.31	2.65	4.85	4.00	0.17	5.76	0.56	0.51	0.32	1.26	0.05	3.63	0.48
2.26	1.19	10.14	0.00	0.80	9.37	0.52	2.79	1.64	0.85	11.73	0.15	0.48	5.76	2.88	1.19	3.58	5.41	0.56	0.17	0.12	1.41	0.10	1.46	3.30
1.36	1.00	5.35	0.00	0.36	3.69	0.29	2.76	2.10	0.22	16.59	0.10	1.68	6.29	1.48	0.71	5.26	7.90	0.44	0.21	0.43	1.30	0.13	2.51	6.91
0.98	0.48	5.20	0.00	0.71	2.48	0.32	2.51	0.94	0.28	8.62	0.27	2.17	3.46	8.24	14.50	11.32	11.58	0.54	0.26	1.08	1.45	0.11	4.35	33.04
0.91	1.15	0.76	0.00	0.44	5.75	0.53	2.89	0.79	1.52	16.06	0.18	0.38	5.57	3.66	1.36	1.00	8.04	0.58	0.15	0.13	1.08	0.29	6.61	1.12
0.92	0.72	3.10	0.00	0.43	7.55	0.32	3.23	1.11	1.42	6.60	0.17	0.37	3.48	2.51	1.07	0.53	2.11	0.42	0.20	0.16	0.94	0.08	0.93	0.33
0.36	0.48	1.51	0.00	0.88	2.01	0.82	1.06	0.49	1.63	0.21	0.91	0.36	1.18	0.52	0.27	0.08	0.69	0.83	0.23	0.39	1.11	0.05	0.71	0.16
0.83	0.63	4.10	0.16	2.11	10.53	1.07	1.87	1.08	5.00	1.96	0.46	0.40	2.47	4.90	4.76	0.35	4.92	0.72	0.23	0.53	2.11	0.07	1.46	0.02
1.06	0.49	10.36	0.27	2.30	9.11	0.91	2.37	0.90	5.48	8.49	0.36	0.35	2.50	7.44	7.41	0.25	8.99	0.31	0.20	0.18	1.41	0.33	2.18	0.11
0.91	0.38	5.25	0.21	0.64	6.24	0.65	2.60	0.42	3.56	5.46	0.07	0.30	1.72	4.16	3.98	0.24	6.38	0.31	0.14	0.13	1.13	0.27	1.42	0.46
0.52	0.54	3.22	0.20	1.34	14.02	0.92	2.26	0.60	5.45	5.46	0.17	0.68	2.88	5.73	6.46	0.86	6.81	0.75	0.25	0.26	1.04	0.22	1.13	12.93
0.77	0.59	4.18	0.07	0.77	6.43	0.68	1.62	0.82	3.90	2.78	0.31	0.79	1.69	4.53	5.66	0.45	7.88	0.63	0.31	0.29	1.41	0.07	1.65	0.16
0.91	0.69	3.34	0.16	0.60	6.64	0.67	2.06	0.84	3.93	7.52	0.36	0.45	4.06	4.48	5.00	0.21	7.31	0.64	0.33	0.28	1.16	0.04	1.19	0.17
0.88	0.39	2.71	0.00	1.07	3.69	0.38	1.70	0.81	2.25	0.94	0.23	0.60	1.00	2.09	2.02	0.21	1.70	0.70	0.19	0.36	0.93	0.07	1.41	1.39
2.24	1.21	3.31	0.00	0.45	6.70	0.34	2.90	0.65	0.68	7.08	0.12	0.72	5.61	2.70	1.02	2.52	2.84	0.66	0.16	0.39	1.16	0.13	0.82	1.60
1.41	1.15	1.37	0.00	1.42	1.02	0.48	2.51	2.01	0.40	13.62	0.13	1.23	11.36	6.16	2.21	10.05	5.06	1.03	0.37	0.79	0.87	0.20	1.43	4.74
0.88	0.49	1.78	0.29	0.73	9.72	0.69	2.66	0.80	1.15	7.59	0.26	0.76	4.41	9.19	11.45	5.53	9.99	0.93	0.27	1.02	1.07	0.50	1.91	16.57
1.85	0.71	6.39	0.11	2.54	6.75	0.75	1.24	0.48	2.43	5.37	0.11	0.43	2.62	1.66	1.08	0.14	4.51	0.96	0.25	0.19	1.52	0.09	1.27	0.00
0.57	0.40	2.73	0.32	0.31	8.23	1.45	1.24	0.78	2.38	0.81	0.81	0.21	1.64	3.16	3.04	0.21	2.42	0.74	0.26	0.47	0.78	0.19	0.96	0.06
1.79	1.69	3.32	0.00	0.93	3.45	0.52	2.70	2.03	2.02	13.97	0.21	0.46	8.42	7.43	4.55	1.45	6.69	1.07	0.30	0.29	1.02	0.03	0.76	0.70
0.73	0.78	0.49	0.00	0.42	0.37	0.61	1.16	0.66	0.23	0.71	0.24	1.74	0.48	0.39	0.46	4.24	0.45	1.57	0.35	1.42	0.44	0.09	0.65	0.37
1.61	1.41	4.76	0.00	0.90	4.97	0.42	2.94	0.53	1.54	13.74	0.16	0.94	5.43	1.92	0.66	0.72	4.14	0.65	0.27	0.11	1.16	0.05	1.43	0.32
1.38	0.94	2.79	0.00	0.67	5.51	0.40	3.04	1.34	1.32	7.68	0.13	0.58	8.42	2.95	1.23	0.68	2.49	0.86	0.30	0.23	0.89	0.04	1.01	0.74
1.24	0.71	3.95	0.26	3.83	14.18	1.68	2.09	1.42	5.27	4.31	0.56	0.24	4.35	6.31	5.33	0.21	6.15	0.51	0.25	0.22	1.28	0.32	0.89	0.04
1.16	0.57	2.68	0.23	5.83	8.02	0.65	2.57	1.22	2.75	5.07	0.13	0.29	3.00	6.79	9.43	2.87	7.13	0.56	0.22	0.53	0.99	0.31	2.71	12.31
2.15	1.77	1.26	0.00	0.64	2.64	0.43	3.27	1.86	1.66	10.84	0.22	0.44	7.17	4.13	1.20	0.30	3.69	0.54	0.35	0.19	0.77	0.13	1.49	12.97
1.79	0.88	3.41	0.20	0.86	7.51	0.52	3.38	5.33	2.25	20.26	0.20	0.43	6.15	6.85	4.29	0.46	14.52	0.56	0.28	0.09	1.77	0.09	3.01	1.33
2.36	1.16	3.58	0.20	0.93	8.07	0.57	3.68	5.57	2.25	21.08	0.20	0.50	7.09	7.55	4.42	0.42	14.79	0.53	0.29	0.14	1.66	0.11	2.85	1.00
1.08	0.65	2.27	0.12	0.51	5.63	0.45	2.19	1.52	1.50	4.82	0.19	0.24	2.26	2.07	1.25	0.23	4.23	0.55	0.29	0.17	0.95	0.10	2.42	0.36
1.13	0.93	3.11	0.00	0.60	1.15	0.76	1.78	1.51	2.07	3.33	0.38	0.73	5.13	2.50	1.25	0.41	1.16	0.81	0.47	0.27	1.30	0.15	0.67	0.37
0.83	0.88	1.38	0.00	0.38	1.35	0.75	2.32	1.37	2.33	1.88	0.25	0.74	3.13	2.59	1.51	1.25	1.86	0.68	0.22	0.43	2.29	0.30	1.35	1.65
1.57	1.83	2.67	0.08	1.74	3.48	0.42	2.54	1.91	0.93	13.94	0.28	0.64	4.98	7.54	9.24	5.00	13.14	0.49	0.20	0.29	1.03	0.05	4.87	14.63
1.51	1.35	1.91	0.00	0.63	1.56	0.34	3.93	1.83	0.30	22.56	0.53	1.11	2.39	13.77	23.58	9.54	27.51	0.45	0.21	0.27	1.11	0.16	7.89	2.92
1.67	1.89	1.09	0.00	1.10	0.87	0.49	3.16	0.87	0.32	20.56	0.22	1.23	8.80	5.32	1.64	8.82	9.73	0.70	0.33	0.26	0.87	0.16	3.68	2.55
2.29	2.44	1.66	0.00	0.88	2.43	0.66	3.23	2.87	1.07	15.86	0.20	0.69	5.73	4.65	1.53	0.54	6.50	0.54	0.24	0.28	0.80	0.06	2.18	2.13
2.52	1.51	2.85	0.34	1.28	4.67	0.63	3.20	2.23	5.25	17.68	0.26	0.25	2.17	11.99	18.30	1.41	20.58	0.36	0.24	0.30	1.53	0.38	2.74	4.66
0.87	0.61	0.36	0.00	0.28	0.41	0.49	1.38	1.08	1.02	0.41	0.23	0.94	1.33	0.66	0.66	0.29	0.49	0.62	0.41	0.31	0.42	0.19	0.70	10.40
1.63	1.66	1.10	0.00	0.64	2.50	0.53	3.09	3.30	2.23	10.75	0.17	0.77	8.35	5.14	1.67	0.79	3.98	0.78	0.37	0.15	1.04	0.12	0.97	0.45
0.58	0.75	0.52	0.00	0.54	0.20	0.86	1.07	0.77	1.25	0.24	0.28	0.53	0.26	0.28	0.50	0.17	0.34	0.97	0.37	0.74	0.72	0.43	0.47	1.04
1.57	1.01	1.46	0.15	1.02	6.97	0.66	2.31	0.77	2.80	8.15	0.29	0.66	3.29	6.43	5.91	1.17	8.43	0.60	0.38	0.32	1.31	0.04	4.73	6.72
1.72	1.26	2.20	0.00	0.89	1.21	0.35	2.73	1.34	0.55	8.67	0.21	0.85	6.58	1.96	0.65	1.48	3.11	0.56	0.31	0.21	0.96	0.14	1.16	2.18
