1.55	0.59	8.52	0.41	4.49	29.05	0.77	2.48	0.78	6.42	6.52	0.06	0.22	1.81	6.31	10.04	0.67	12.06	0.17	0.15	0.05	3.36	0.01	2.69	0.43
2.32	1.20	5.63	0.29	1.51	22.75	0.60	4.34	1.41	0.82	12.44	0.02	0.21	5.08	4.74	2.45	1.74	5.98	0.18	0.12	0.31	1.53	0.03	0.91	2.00
1.15	0.32	6.24	0.24	1.09	22.64	1.80	2.69	0.23	6.69	11.81	0.15	0.25	6.41	9.96	13.47	1.63	11.10	0.85	0.20	0.01	1.39	0.00	2.28	6.18
2.99	0.51	5.04	0.62	2.34	34.91	2.34	2.80	0.29	11.51	10.68	0.25	0.73	3.34	14.33	18.12	1.34	21.23	0.79	0.31	0.37	2.30	0.02	0.92	0.02
1.13	0.47	11.31	0.49	0.48	26.02	0.66	4.30	0.45	5.15	5.80	0.23	0.06	1.56	4.67	7.60	0.16	7.74	0.11	0.17	0.23	2.90	0.02	1.37	0.46
1.13	0.67	4.26	0.78	0.18	39.77	5.24	1.58	0.43	4.47	0.34	0.80	0.00	0.67	1.27	3.56	0.23	2.40	0.11	0.17	0.09	2.00	0.25	0.76	0.12
1.16	1.06	3.26	0.00	5.00	14.28	0.28	2.95	2.03	3.50	15.96	0.07	0.47	6.42	3.61	0.93	1.02	9.61	0.70	0.19	0.04	1.26	0.12	2.28	0.97
4.15	2.09	5.63	0.00	0.80	11.29	0.44	4.83	1.72	3.10	15.05	0.10	0.17	5.26	4.94	2.04	0.07	6.63	0.49	0.42	0.09	0.96	0.01	1.42	0.00
4.07	1.98	6.26	0.00	0.67	10.40	0.52	4.72	2.02	2.73	12.42	0.08	0.18	4.66	3.41	1.43	0.05	3.83	0.39	0.89	0.09	1.26	0.01	1.24	0.00
2.59	1.00	11.99	0.00	2.29	27.92	0.43	3.96	12.78	0.43	11.85	0.17	0.52	1.78	7.52	11.71	6.51	10.45	0.19	0.13	0.57	1.21	0.16	2.01	6.12
1.52	1.13	2.50	0.00	0.64	5.24	0.51	3.83	0.39	1.51	8.84	0.23	0.55	4.44	9.17	6.49	4.77	10.93	0.67	0.26	0.66	1.13	0.15	2.03	0.83
0.83	0.38	4.40	0.00	0.77	5.93	0.33	2.68	0.87	0.54	14.24	0.08	1.20	5.27	7.55	7.17	13.94	9.49	0.53	0.10	0.58	0.94	0.19	2.01	2.53
2.84	1.90	14.87	0.00	0.74	13.98	0.25	5.68	0.98	2.11	21.99	0.22	0.20	7.55	4.77	1.92	0.72	9.38	0.24	0.14	0.11	2.11	0.18	1.84	0.50
1.63	1.32	7.88	0.29	1.30	16.93	0.32	7.06	1.20	2.58	9.97	0.20	0.14	1.82	5.84	5.21	0.13	10.20	0.08	0.11	0.09	2.13	0.03	7.10	0.67
5.85	2.79	16.74	0.00	1.12	24.90	0.29	5.85	1.77	0.99	18.52	0.13	0.27	4.02	3.87	1.68	0.67	9.36	0.14	0.13	0.07	2.58	0.15	3.02	2.05
1.63	0.65	3.23	0.00	0.22	4.72	0.29	3.66	1.36	0.30	21.82	0.08	1.45	6.15	1.60	0.87	4.39	10.20	0.17	0.20	0.44	1.36	0.13	2.47	7.21
1.88	0.60	12.23	0.00	0.82	4.62	0.47	3.02	2.21	0.29	11.08	0.24	2.34	3.88	9.60	17.89	12.94	13.91	0.71	0.43	1.37	1.97	0.23	5.63	25.13
2.10	2.77	1.46	0.00	0.55	17.77	0.33	5.36	2.08	0.36	17.22	0.14	0.20	2.98	4.39	1.83	0.09	12.45	0.36	0.05	0.22	1.68	0.69	8.76	0.69
1.01	0.76	4.78	0.00	0.32	18.03	0.29	4.50	1.51	3.44	12.27	0.10	0.31	5.47	4.93	2.25	0.23	3.72	0.44	0.24	0.15	2.21	0.17	1.83	0.00
0.53	0.41	1.83	0.00	1.75	3.44	1.29	1.53	0.63	4.65	0.53	1.08	0.66	2.44	1.18	0.43	0.11	1.77	1.48	0.40	0.38	1.07	0.05	0.41	0.00
0.95	0.91	9.27	0.33	0.38	23.32	1.38	2.34	2.56	11.26	5.87	0.25	0.11	3.82	11.20	12.57	0.41	12.58	0.87	0.09	0.24	4.29	0.08	2.84	0.06
1.82	0.55	30.22	0.72	1.20	17.10	1.34	3.90	1.64	7.14	15.43	0.16	0.13	1.69	8.30	9.77	0.31	15.32	0.19	0.16	0.04	2.69	0.36	4.44	0.15
2.54	0.73	14.62	0.60	2.12	18.95	1.15	5.17	0.64	7.03	13.86	0.10	0.48	2.23	9.99	10.29	0.29	16.80	0.15	0.16	0.07	2.42	0.09	3.35	0.01
0.58	0.48	2.09	0.10	0.44	22.63	0.83	3.49	0.37	7.14	5.78	0.01	0.25	4.39	8.20	6.45	1.04	5.48	0.56	0.26	0.35	1.16	0.04	1.58	0.61
0.99	0.89	4.27	0.12	0.71	18.90	0.57	2.01	1.25	6.00	4.71	0.44	0.39	1.61	6.12	8.91	0.18	15.22	0.43	0.23	0.02	1.31	0.04	3.12	0.12
0.99	0.43	7.33	0.65	0.56	16.35	1.22	1.91	1.21	6.17	13.15	0.06	0.23	2.59	4.67	9.99	0.31	18.05	0.29	0.08	0.03	1.18	0.07	2.35	0.15
0.69	0.48	8.07	0.00	2.40	11.95	0.34	3.16	1.37	5.46	3.09	0.03	0.21	1.61	5.80	6.79	0.04	5.68	0.55	0.06	0.13	1.79	0.05	2.72	2.04
3.77	1.57	5.51	0.00	0.58	9.30	0.38	4.27	0.62	0.83	8.39	0.08	0.26	5.79	3.20	1.19	0.63	2.96	0.68	0.12	0.31	1.64	0.16	0.77	0.80
2.58	1.17	0.84	0.00	0.75	0.74	0.41	3.26	3.50	0.48	11.77	0.07	1.37	11.50	8.09	2.84	8.35	5.25	0.84	0.26	0.84	0.58	0.24	0.83	3.22
0.90	0.32	2.68	0.88	0.51	26.26	0.83	4.04	0.50	1.54	9.35	0.10	0.12	1.10	4.76	6.92	1.05	12.83	0.36	0.15	0.09	1.76	0.30	2.84	7.23
