1.75	0.76	14.80	0.37	8.72	47.18	0.77	3.78	0.85	4.89	4.39	0.04	0.00	0.66	3.13	6.28	0.32	7.57	0.00	0.12	0.07	5.49	0.01	4.48	0.61
3.66	1.90	9.27	0.40	2.39	35.92	0.73	6.06	1.68	0.57	10.50	0.01	0.25	3.80	4.23	2.01	0.94	3.57	0.03	0.04	0.20	1.33	0.06	0.65	1.72
0.58	0.39	10.58	0.10	1.77	31.54	2.17	3.66	0.15	7.02	9.15	0.01	0.20	4.23	9.08	14.58	1.40	8.75	0.30	0.03	0.00	1.56	0.00	2.88	6.22
4.54	0.84	8.32	0.76	3.59	53.79	1.97	3.87	0.42	13.88	15.95	0.30	0.71	2.43	14.52	21.51	0.98	28.29	0.36	0.48	0.12	3.09	0.03	1.53	0.04
1.59	0.48	15.17	0.65	0.89	34.73	0.81	4.70	0.41	6.61	7.51	0.33	0.07	1.55	6.27	10.53	0.09	10.66	0.03	0.20	0.09	4.88	0.01	1.45	0.30
2.04	1.34	5.33	0.95	0.00	68.42	4.28	2.75	0.25	3.91	0.39	0.28	0.00	0.20	0.56	2.01	0.11	1.40	0.21	0.10	0.00	1.24	0.44	1.18	0.13
1.43	1.95	3.38	0.00	2.78	19.56	0.27	3.47	1.88	3.56	18.06	0.00	0.53	7.35	4.17	0.99	0.79	10.40	0.91	0.28	0.00	1.42	0.21	1.99	0.42
5.55	2.62	7.71	0.00	1.06	13.18	0.38	4.87	1.09	3.25	16.14	0.02	0.12	4.42	5.62	2.13	0.04	6.80	0.38	0.46	0.08	0.84	0.00	1.95	0.00
4.36	1.85	8.02	0.00	1.01	11.13	0.54	5.88	3.32	3.46	11.87	0.00	0.19	3.86	3.48	1.60	0.03	3.88	0.28	0.81	0.10	1.54	0.01	1.25	0.00
4.85	1.40	19.88	0.00	2.24	48.69	0.56	6.11	24.05	0.37	10.17	0.15	0.27	1.09	6.81	10.14	5.69	7.70	0.27	0.14	0.53	1.80	0.26	3.37	5.45
2.01	1.64	4.45	0.00	0.43	8.74	0.62	5.95	0.48	1.72	8.81	0.30	0.43	2.82	8.64	6.50	3.06	11.18	0.19	0.25	0.51	1.38	0.23	2.81	1.09
0.84	0.45	6.05	0.00	0.60	7.24	0.21	3.14	1.11	0.39	10.25	0.00	1.01	3.38	5.09	5.16	10.30	7.05	0.22	0.09	0.34	0.90	0.21	1.94	2.58
4.61	2.97	20.09	0.00	0.58	22.14	0.43	8.48	1.41	2.11	17.56	0.22	0.13	5.17	3.97	1.64	0.43	7.32	0.31	0.09	0.12	2.91	0.32	2.83	0.15
1.95	1.62	14.23	0.58	1.06	27.95	0.33	10.73	0.70	2.77	10.25	0.17	0.13	1.10	3.64	2.99	0.13	10.68	0.05	0.06	0.08	2.87	0.03	5.52	0.90
8.94	4.66	18.69	0.00	1.84	33.49	0.29	6.98	2.17	1.10	14.11	0.00	0.07	1.61	2.70	1.16	0.31	7.42	0.00	0.03	0.02	3.60	0.21	3.72	1.23
2.76	0.98	4.24	0.00	0.27	7.29	0.33	5.08	1.96	0.33	23.44	0.00	1.40	5.93	1.63	0.93	4.79	11.39	0.14	0.18	0.42	1.57	0.22	2.89	8.25
2.79	0.90	19.19	0.00	1.30	7.43	0.58	4.00	3.31	0.27	8.89	0.29	1.96	3.46	9.15	16.03	12.10	11.91	0.94	0.43	1.14	2.55	0.26	6.35	25.52
3.57	4.44	2.33	0.00	0.77	31.86	0.29	8.11	3.22	0.42	12.62	0.20	0.13	1.40	3.21	1.19	0.06	8.86	0.23	0.03	0.08	2.83	0.90	9.35	1.36
0.97	0.56	3.26	0.00	0.14	22.22	0.36	4.36	0.92	5.19	15.58	0.18	0.33	5.89	5.41	3.05	0.23	4.42	0.39	0.26	0.18	3.34	0.02	2.42	0.00
0.58	0.42	2.00	0.00	2.67	4.72	1.30	2.01	0.66	7.14	0.60	1.47	0.83	2.24	1.69	0.65	0.11	2.49	2.12	0.19	0.57	1.28	0.09	0.42	0.00
0.65	0.85	14.04	0.27	0.24	30.09	1.55	3.01	1.93	10.19	6.21	0.07	0.08	2.14	9.53	11.26	0.44	12.33	0.86	0.00	0.29	5.28	0.09	4.04	0.00
1.13	0.31	24.65	0.89	1.08	13.95	1.60	3.81	1.09	7.91	17.57	0.22	0.11	1.53	8.16	10.33	0.38	17.71	0.13	0.09	0.08	2.35	0.41	4.75	0.30
2.47	0.55	21.84	0.79	1.08	29.24	0.97	7.30	0.54	3.59	6.08	0.04	0.34	0.75	5.92	6.66	0.15	6.86	0.14	0.12	0.14	3.42	0.12	3.61	0.00
0.86	0.57	2.84	0.00	0.54	31.19	1.10	4.53	0.40	8.04	5.45	0.00	0.29	4.89	9.63	7.64	0.97	5.32	0.57	0.35	0.28	1.29	0.04	2.07	0.91
1.08	0.67	3.90	0.00	0.61	27.94	0.64	2.15	1.10	5.88	3.62	0.20	0.16	1.55	5.75	9.28	0.06	16.17	0.14	0.10	0.00	1.16	0.07	3.42	0.00
1.10	0.26	6.89	1.17	0.34	24.24	1.50	1.89	1.42	6.27	15.81	0.01	0.05	1.89	4.22	9.01	0.33	18.54	0.25	0.07	0.00	1.49	0.12	3.10	0.15
