0.36	0.44	14.90	0.69	1.62	5.95	0.56	0.64	2.94	16.92	25.21	7.80	4.83	0.28	0.39	0.17	93.80
0.11	0.64	24.75	1.52	4.10	3.10	0.52	0.53	15.19	9.18	1.53	0.55	2.04	0.25	1.16	0.01	0.17
0.00	0.39	13.15	1.42	5.18	1.04	0.51	0.34	9.97	6.73	1.16	0.58	1.36	0.41	0.42	0.05	0.07
0.29	3.46	19.95	0.43	9.46	8.09	0.65	0.15	5.74	23.58	17.15	2.51	5.71	0.61	0.19	0.02	0.50
0.31	1.79	26.09	1.33	5.41	0.45	0.50	0.30	6.81	11.42	5.82	0.73	0.96	0.38	0.65	0.00	0.53
0.32	0.92	19.93	1.52	11.05	5.02	0.88	0.25	5.28	28.52	24.40	2.43	6.11	0.83	0.75	0.01	0.09
0.00	2.70	10.91	2.13	6.54	3.09	0.32	0.82	16.11	9.97	1.91	0.32	1.89	0.54	0.22	0.08	0.01
0.27	1.49	8.26	1.71	1.14	48.98	1.87	2.38	1.35	19.23	63.09	28.28	53.79	1.97	2.79	0.32	90.23
0.69	0.15	18.09	2.66	3.96	0.68	3.86	0.32	3.29	10.86	7.97	0.08	0.57	0.50	0.97	0.14	0.06
0.00	0.49	1.97	0.22	1.17	15.16	0.16	0.30	3.61	3.65	0.73	0.08	3.58	0.19	0.33	0.16	0.00
0.00	0.81	1.15	0.50	1.23	15.23	0.23	0.25	3.71	4.02	0.85	0.17	4.26	0.37	0.18	0.20	0.08
0.00	0.49	4.60	0.73	1.36	2.62	0.26	0.63	5.09	1.98	0.60	0.28	1.33	0.87	0.24	0.06	0.04
0.00	0.72	10.24	1.24	6.13	16.11	0.30	0.12	9.00	14.67	5.47	0.34	7.44	0.27	0.59	0.30	0.00
0.00	0.77	1.96	0.82	3.37	2.70	0.20	0.55	4.99	1.93	0.46	0.54	1.44	0.13	0.43	0.10	0.19
0.00	0.48	8.60	0.92	2.35	4.34	0.42	1.08	3.41	9.81	6.54	7.01	3.31	0.48	0.57	0.10	1.09
0.00	0.41	10.44	1.03	3.36	20.70	0.42	0.51	10.82	6.73	1.47	0.85	8.11	0.43	0.05	0.10	0.07
0.00	0.71	5.15	1.47	5.13	10.42	0.16	0.80	9.66	4.62	1.23	1.60	3.85	0.78	0.16	0.10	1.64
0.15	0.37	9.82	1.06	4.71	11.54	0.19	0.23	2.52	7.89	4.37	0.17	8.14	0.50	0.51	0.04	1.33
0.00	0.46	0.99	0.79	1.72	0.87	0.51	0.50	3.88	1.21	0.40	0.30	0.61	0.56	0.41	0.03	1.32
0.00	0.82	6.41	0.98	0.90	11.29	0.54	1.33	7.90	5.74	2.16	11.06	5.40	0.39	0.47	0.06	0.30
0.00	1.17	5.99	0.86	2.13	19.59	0.34	1.13	6.30	11.34	5.74	9.74	12.52	0.18	0.26	0.18	0.91
0.00	0.58	5.94	0.80	0.38	14.11	0.32	2.05	3.70	11.63	13.32	17.51	12.45	0.59	1.17	0.14	0.84
0.00	0.98	3.48	1.29	6.51	4.25	0.63	0.60	3.66	5.40	2.51	0.10	2.75	0.94	0.38	0.14	0.08
0.00	0.59	1.80	0.34	1.49	7.36	0.24	1.03	4.72	3.34	0.77	1.20	1.85	0.45	0.24	0.13	0.42
0.33	0.32	7.50	0.91	7.08	3.02	0.72	0.33	4.10	15.42	12.59	2.28	3.82	0.55	0.31	0.02	11.29
